poliza_id,edad_conductor,sexo,estado_civil,nivel_estudios,ocupacion,zona_residencia,region,antiguedad_cliente_anios,ingreso_mensual_mxn,score_crediticio,prima_mensual_mxn,suma_asegurada_mxn,deducible_pct,historial_siniestros_3_anios,km_anuales,edad_vehiculo_anios,tipo_vehiculo,uso_vehiculo,segmento_marca,metodo_pago,canal_venta,tiene_gps,asistencia_vial,mantenimiento_al_dia,dias_hasta_renovacion,puntaje_riesgo_zona,numero_siniestros_12m,costo_esperado_anual_mxn,riesgo_alto,clase_costo
POL-00465,39,Femenino,Casado,Preparatoria,Empleado,Urbana,Centro,0.6,64966.0,693.0,624.0,438083.0,3,1,10221.0,9.1,SUV,Particular,Medio,Anual,Banco,Si,Si,Si,165,71.7,1,10093,0,Medio
POL-00466,37,Femenino,Soltero,Posgrado,Empleado,Rural,Norte,2.4,36888.0,685.0,350.0,352458.0,15,0,6350.0,6.5,Sedan,Trabajo,Medio,Trimestral,Online,No,Si,No,352,26.7,0,9466,0,Medio
POL-00467,48,Femenino,Divorciado,Posgrado,Estudiante,Suburbana,Centro,8.5,14479.0,748.0,350.0,215008.0,5,0,18564.0,2.8,SUV,Particular,Economico,Anual,Banco,Si,Si,Si,328,44.6,0,3939,0,Bajo
POL-00468,50,Femenino,Soltero,Preparatoria,Independiente,Urbana,Occidente,2.2,30116.0,600.0,498.0,310132.0,10,0,25092.0,8.9,Compacto,Trabajo,Medio,Mensual,Agente,No,No,Si,142,57.3,0,7521,0,Medio
POL-00469,33,Masculino,Casado,Preparatoria,Empleado,Urbana,Bajio,7.3,23480.0,543.0,350.0,332023.0,15,0,10022.0,10.6,Sedan,Particular,Medio,Trimestral,Agente,No,No,Si,91,75.0,0,4794,0,Medio
POL-00470,33,Masculino,Casado,Posgrado,Estudiante,Urbana,Norte,3.6,27287.0,645.0,727.0,819427.0,5,0,22222.0,6.7,SUV,Particular,Premium,Trimestral,Agente,Si,No,Si,7,63.3,0,15918,1,Alto
POL-00471,36,Femenino,Casado,Posgrado,Empleado,Urbana,Bajio,0.9,23726.0,624.0,397.0,267934.0,10,0,15739.0,4.6,SUV,Particular,Medio,Trimestral,Broker,Si,Si,Si,251,60.9,0,5647,0,Medio
POL-00472,18,Femenino,Soltero,Preparatoria,Empresario,Urbana,Centro,3.5,42324.0,587.0,350.0,163182.0,15,0,8154.0,3.8,Sedan,Particular,Economico,Trimestral,Broker,Si,No,Si,99,69.3,0,3494,0,Bajo
POL-00473,20,No especificado,Casado,Preparatoria,Profesor,Urbana,Centro,2.8,26606.0,644.0,713.0,359924.0,10,1,9277.0,12.6,Pickup,Particular,Medio,Mensual,Broker,No,Si,Si,38,60.3,0,5336,0,Medio
POL-00474,58,Femenino,Soltero,Preparatoria,Empleado,Urbana,Centro,2.0,21261.0,604.0,697.0,431261.0,5,1,15587.0,6.4,SUV,Particular,Medio,Mensual,Agente,No,Si,Si,135,64.9,0,7086,0,Medio
POL-00475,61,Masculino,Soltero,Licenciatura,,Urbana,Norte,0.5,39027.0,512.0,350.0,404588.0,5,0,13275.0,5.6,SUV,Particular,Medio,Anual,Banco,No,Si,Si,361,79.5,1,19945,1,Alto
POL-00476,37,Femenino,Soltero,Preparatoria,Otro,Rural,Bajio,2.2,25012.0,617.0,350.0,379854.0,5,0,8279.0,2.4,Pickup,Particular,Medio,Mensual,Agente,Si,No,No,49,56.3,0,5565,0,Medio
POL-00477,47,Femenino,Soltero,Licenciatura,Empleado,Urbana,Centro,0.3,23520.0,565.0,350.0,158691.0,10,0,6183.0,3.0,Compacto,Trabajo,Economico,Mensual,Agente,No,Si,Si,82,61.7,0,3139,0,Bajo
POL-00478,44,Femenino,Viudo,Secundaria,Empleado,Urbana,Occidente,0.4,26148.0,667.0,1733.0,273124.0,10,0,10843.0,2.0,Deportivo,Trabajo,Economico,Mensual,Banco,No,Si,Si,253,63.5,0,3906,0,Bajo
POL-00479,75,Masculino,Divorciado,Secundaria,Empleado,Urbana,Norte,2.2,20896.0,601.0,693.0,381143.0,10,2,16566.0,4.6,Pickup,Particular,Medio,Mensual,Agente,No,Si,,195,60.0,0,10429,0,Medio
POL-00480,55,Masculino,Casado,Preparatoria,Empleado,Urbana,Bajio,1.5,22112.0,733.0,350.0,507363.0,5,0,15465.0,3.8,Compacto,Particular,Premium,Trimestral,Agente,No,Si,Si,26,49.6,0,7144,0,Medio
POL-00481,38,Femenino,Casado,Preparatoria,Empleado,Suburbana,Centro,10.4,15932.0,770.0,617.0,341428.0,5,1,12743.0,5.8,Sedan,Particular,Medio,Trimestral,Agente,Si,No,Si,76,58.3,0,6631,0,Medio
POL-00482,28,Femenino,Soltero,Preparatoria,Profesor,Suburbana,Centro,1.9,14555.0,701.0,898.0,961072.0,5,1,16610.0,9.9,SUV,Particular,Premium,Anual,Banco,No,No,,293,,0,16782,1,Alto
POL-00483,19,Femenino,Casado,Preparatoria,Independiente,Suburbana,Centro,5.7,12703.0,534.0,573.0,605861.0,3,1,21220.0,7.9,Sedan,Particular,Premium,Mensual,Agente,No,No,No,254,46.5,1,14441,1,Alto
POL-00484,43,Femenino,Casado,Preparatoria,Empleado,Urbana,Norte,3.0,10231.0,763.0,1616.0,761787.0,10,0,17668.0,8.8,Sedan,Taxi/Plataforma,,Mensual,Agente,No,No,Si,20,58.5,0,12488,1,Alto
POL-00485,30,Femenino,Divorciado,Secundaria,Profesor,Suburbana,Centro,4.9,13561.0,768.0,907.0,817135.0,5,0,14833.0,9.7,SUV,Particular,Premium,Anual,Broker,No,Si,Si,217,47.8,0,11716,1,Alto
POL-00486,22,Femenino,Casado,Preparatoria,Estudiante,Urbana,Bajio,1.2,19989.0,651.0,1099.0,902721.0,5,2,20604.0,3.2,Pickup,Particular,Premium,Anual,Agente,Si,No,No,44,65.7,0,19914,1,Alto
POL-00487,32,Masculino,Casado,Posgrado,,Urbana,Occidente,11.4,23284.0,749.0,649.0,396949.0,10,1,10221.0,4.2,SUV,Trabajo,Medio,Anual,Agente,No,Si,Si,181,55.9,0,7759,0,Medio
POL-00488,26,Femenino,Soltero,Preparatoria,Independiente,Urbana,Occidente,3.0,18950.0,609.0,733.0,421891.0,3,1,14263.0,3.8,Pickup,Particular,Medio,Trimestral,Online,Si,No,Si,285,61.3,0,9015,0,Medio
POL-00489,62,Femenino,Viudo,Preparatoria,Independiente,Urbana,Occidente,7.1,6022.0,510.0,616.0,237179.0,15,1,14394.0,8.1,SUV,Trabajo,Economico,Mensual,Banco,No,Si,Si,350,73.1,0,5281,0,Medio
POL-00490,51,Masculino,Soltero,Licenciatura,Estudiante,Urbana,Centro,1.8,52304.0,593.0,350.0,245903.0,3,0,8697.0,2.4,SUV,Particular,Economico,Mensual,Agente,Si,No,Si,143,66.0,2,23413,1,Alto
POL-00491,40,Femenino,Casado,Posgrado,Empleado,Urbana,Norte,0.4,,780.0,350.0,161872.0,15,1,13191.0,11.5,Sedan,Particular,Economico,Anual,Online,Si,No,No,51,75.2,0,3055,0,Bajo
POL-00492,59,Masculino,Casado,Preparatoria,Independiente,Rural,Bajio,4.5,28112.0,538.0,350.0,219947.0,5,0,4088.0,4.1,SUV,Trabajo,Economico,Anual,Agente,No,Si,,250,44.9,0,2715,0,Bajo
POL-00493,41,Femenino,Casado,Licenciatura,Independiente,Urbana,Sur,0.0,62813.0,650.0,695.0,219921.0,3,1,26017.0,2.5,Sedan,Particular,Economico,Trimestral,Online,Si,Si,Si,105,56.3,1,3732,0,Bajo
POL-00494,29,Masculino,Soltero,Licenciatura,Independiente,Urbana,Bajio,2.6,12852.0,653.0,1055.0,896358.0,10,1,10344.0,4.2,Pickup,Particular,Premium,Mensual,Agente,No,Si,No,296,60.4,0,16499,1,Alto
POL-00495,60,Masculino,Divorciado,Licenciatura,Empleado,Urbana,Sur,0.9,62130.0,612.0,450.0,331201.0,10,1,24224.0,4.3,Sedan,Particular,Medio,Trimestral,Agente,No,Si,Si,198,67.0,0,6162,0,Medio
POL-00496,47,Masculino,Soltero,Secundaria,Estudiante,Suburbana,Centro,3.9,12938.0,617.0,845.0,207064.0,5,1,15709.0,4.7,Sedan,Trabajo,Economico,Mensual,Online,No,No,No,336,41.0,1,7387,0,Medio
POL-00497,27,No especificado,Casado,Licenciatura,Empleado,Urbana,Centro,15.5,25087.0,655.0,440.0,406782.0,10,1,18607.0,4.9,Pickup,Particular,Medio,Mensual,Broker,Si,No,Si,279,55.0,0,9977,0,Medio
POL-00498,38,Femenino,Soltero,Secundaria,Empleado,Rural,Centro,2.5,10918.0,608.0,581.0,398373.0,15,0,12812.0,9.7,SUV,Particular,Medio,Mensual,Online,Si,No,Si,147,32.5,0,6705,0,Medio
POL-00499,29,Masculino,Soltero,Licenciatura,Otro,Rural,Norte,6.8,22179.0,543.0,953.0,248172.0,5,2,16644.0,6.4,SUV,Particular,Economico,Anual,Broker,No,No,Si,102,46.1,0,5063,0,Medio
POL-00500,22,Femenino,Casado,Licenciatura,Empleado,Urbana,Centro,2.8,27206.0,666.0,738.0,754187.0,10,0,19078.0,2.5,Sedan,Particular,Premium,Mensual,Online,Si,Si,Si,1,62.1,0,13189,1,Alto
POL-00501,52,Femenino,Casado,Secundaria,Empleado,Urbana,Occidente,2.7,20206.0,731.0,350.0,169403.0,5,0,19155.0,4.3,SUV,Particular,Economico,Mensual,Agente,No,Si,Si,255,74.5,0,5762,0,Medio
POL-00502,65,Femenino,Soltero,Licenciatura,Independiente,Urbana,Occidente,10.7,32579.0,715.0,350.0,248987.0,5,0,19761.0,3.7,Compacto,Particular,Medio,Mensual,Agente,No,Si,Si,59,57.8,0,3760,0,Bajo
POL-00503,22,Masculino,Soltero,Secundaria,Empleado,Suburbana,Bajio,8.8,23231.0,589.0,522.0,135725.0,5,2,13474.0,5.5,Compacto,Particular,Economico,Trimestral,Broker,No,No,No,306,30.3,0,1595,0,Bajo
POL-00504,47,Femenino,Casado,Licenciatura,Empleado,Urbana,Sur,6.2,16506.0,556.0,617.0,425628.0,5,0,12858.0,5.1,Pickup,Particular,Medio,Mensual,Online,No,No,No,90,64.0,0,7653,0,Medio
POL-00505,32,Masculino,Casado,Preparatoria,Empresario,Urbana,Bajio,1.4,16108.0,629.0,350.0,286460.0,3,0,6732.0,13.5,Sedan,Trabajo,Medio,Anual,Broker,Si,Si,Si,100,78.2,0,2955,0,Bajo
POL-00506,34,Masculino,Divorciado,Secundaria,Profesor,Urbana,Centro,3.1,34365.0,768.0,350.0,263158.0,5,0,18378.0,8.7,Pickup,Particular,Economico,Mensual,Agente,No,No,No,113,65.3,0,2950,0,Bajo
POL-00507,32,Masculino,Soltero,Secundaria,Independiente,Suburbana,Centro,1.0,15356.0,698.0,734.0,663588.0,5,0,21453.0,7.4,Sedan,Particular,Premium,Mensual,Agente,No,No,No,261,39.0,0,12994,1,Alto
POL-00508,29,Masculino,Casado,Posgrado,Estudiante,Urbana,Occidente,2.3,36398.0,703.0,450.0,200269.0,5,0,24388.0,1.1,Sedan,Particular,Economico,Trimestral,Agente,Si,No,Si,53,,0,5154,0,Medio
POL-00509,41,Femenino,Soltero,Secundaria,Independiente,Urbana,Norte,2.6,43100.0,717.0,761.0,358770.0,5,0,17178.0,8.5,Sedan,Particular,Medio,Mensual,Agente,Si,No,Si,187,74.6,0,6646,0,Medio
POL-00510,29,Femenino,Soltero,Secundaria,Independiente,Suburbana,Centro,7.1,8787.0,682.0,1371.0,599409.0,5,1,11284.0,1.5,Compacto,Taxi/Plataforma,Premium,Mensual,Agente,No,No,No,26,43.5,0,12594,1,Alto
POL-00511,44,Femenino,Casado,Preparatoria,Empleado,Suburbana,Norte,9.1,41024.0,659.0,657.0,842844.0,5,0,6166.0,3.9,Pickup,Particular,Premium,Mensual,Agente,No,Si,Si,239,62.3,1,18886,1,Alto
POL-00512,39,Femenino,Casado,Licenciatura,Empleado,Suburbana,Centro,2.1,68325.0,700.0,730.0,227833.0,15,1,21229.0,4.3,SUV,Particular,Economico,Trimestral,Online,No,No,Si,79,55.2,0,2883,0,Bajo
POL-00513,37,Femenino,Soltero,Licenciatura,Profesor,Urbana,Occidente,0.1,25271.0,609.0,419.0,229926.0,5,1,5620.0,9.5,Pickup,Particular,Economico,Mensual,Agente,No,Si,Si,189,58.8,1,12079,1,Alto
POL-00514,28,Femenino,Soltero,Secundaria,Estudiante,Suburbana,Norte,7.9,30586.0,544.0,638.0,271660.0,5,2,13627.0,2.8,Sedan,Trabajo,Medio,Mensual,Agente,No,Si,Si,318,59.3,0,5122,0,Medio
POL-00515,33,Femenino,Soltero,Preparatoria,Independiente,Suburbana,Occidente,0.8,38916.0,704.0,446.0,252284.0,5,0,14266.0,4.7,SUV,Particular,Economico,Anual,Online,No,No,No,354,42.6,0,2899,0,Bajo
POL-00516,50,Masculino,Casado,Preparatoria,Empleado,Urbana,Occidente,3.9,,743.0,694.0,427664.0,10,2,15118.0,2.1,Pickup,Particular,Medio,Mensual,Agente,No,Si,Si,90,53.4,0,8529,0,Medio
POL-00517,47,Masculino,Viudo,Secundaria,Empleado,Suburbana,Norte,0.1,24320.0,566.0,729.0,360724.0,3,1,15697.0,7.1,Pickup,Particular,Medio,Mensual,Online,Si,Si,No,34,43.1,0,7672,0,Medio
POL-00518,27,Femenino,Soltero,Preparatoria,Estudiante,Urbana,Centro,2.0,10679.0,712.0,350.0,290103.0,5,0,16260.0,4.0,Compacto,Trabajo,Medio,Mensual,Agente,No,Si,No,57,71.1,0,4642,0,Bajo
POL-00519,41,Masculino,Soltero,Licenciatura,Empresario,Rural,Centro,17.1,23743.0,776.0,350.0,175227.0,10,0,2500.0,5.9,Sedan,Particular,Economico,Trimestral,Broker,No,No,Si,188,51.1,0,2444,0,Bajo
POL-00520,50,Femenino,Divorciado,Secundaria,Empleado,Urbana,Norte,0.4,28934.0,,1315.0,212433.0,5,1,15581.0,0.6,Compacto,Taxi/Plataforma,Medio,Mensual,Online,No,Si,Si,252,61.8,0,871,0,Bajo
POL-00521,18,Femenino,Divorciado,Preparatoria,Empleado,Suburbana,Sur,2.2,29222.0,589.0,350.0,689019.0,5,0,3237.0,2.5,SUV,Particular,Premium,Anual,Broker,Si,Si,Si,35,35.1,0,11271,0,Medio
POL-00522,47,Masculino,Casado,Preparatoria,Independiente,Urbana,Sur,1.5,39529.0,659.0,649.0,397165.0,15,1,19527.0,6.0,Pickup,Particular,Medio,Trimestral,Online,No,Si,Si,357,52.5,0,8874,0,Medio
POL-00523,31,Femenino,Soltero,Posgrado,Independiente,Rural,Occidente,9.4,14367.0,609.0,350.0,410233.0,3,0,12447.0,7.7,SUV,Trabajo,Medio,Mensual,Agente,Si,No,No,91,33.5,0,6714,0,Medio
POL-00524,47,Femenino,Soltero,Posgrado,Otro,Urbana,Centro,8.1,16414.0,604.0,350.0,168174.0,5,0,3636.0,11.6,Compacto,Particular,Economico,Anual,Agente,Si,Si,Si,55,54.6,0,5769,0,Medio
POL-00525,30,No especificado,Casado,Licenciatura,Empleado,Rural,Occidente,1.1,62400.0,682.0,350.0,197040.0,5,0,11022.0,10.7,Sedan,Particular,Economico,Mensual,Online,No,No,No,66,44.1,0,2102,0,Bajo
POL-00526,18,Masculino,Casado,Preparatoria,Empleado,Rural,Occidente,0.3,20254.0,530.0,1183.0,261231.0,3,0,12365.0,3.6,Pickup,Taxi/Plataforma,Economico,Mensual,Online,Si,Si,Si,312,57.5,0,4119,0,Bajo
POL-00527,19,Masculino,Soltero,Secundaria,Otro,Urbana,Occidente,3.9,24559.0,542.0,734.0,398354.0,5,1,22049.0,5.8,SUV,Particular,Medio,Trimestral,Online,No,No,No,168,71.4,0,7477,0,Medio
POL-00528,41,Masculino,Casado,Preparatoria,,Suburbana,Occidente,1.6,21204.0,,695.0,221323.0,5,2,16582.0,8.2,Sedan,Particular,Economico,Mensual,Agente,No,Si,Si,286,41.0,0,3420,0,Bajo
POL-00529,43,Masculino,Soltero,Preparatoria,Empleado,Rural,Occidente,4.5,,,350.0,348036.0,3,0,17394.0,6.4,Sedan,Particular,Medio,Mensual,Online,No,No,Si,130,36.4,1,14742,1,Alto
POL-00530,28,Femenino,Casado,Preparatoria,Empleado,Urbana,Occidente,0.1,53731.0,,715.0,279347.0,5,0,21997.0,4.3,Compacto,Particular,Medio,Mensual,Banco,Si,No,Si,165,61.0,0,4094,0,Bajo
POL-00531,48,Femenino,Soltero,Licenciatura,Empresario,Urbana,Sur,0.6,,791.0,447.0,342514.0,15,0,14971.0,6.0,Sedan,Trabajo,Medio,Mensual,Online,No,Si,Si,51,68.1,0,8428,0,Medio
POL-00532,18,Femenino,Soltero,Licenciatura,Empleado,Urbana,Centro,4.6,11835.0,658.0,425.0,171584.0,10,0,19648.0,11.1,Sedan,Particular,Economico,Mensual,Online,No,No,Si,151,77.6,0,3340,0,Bajo
POL-00533,39,Femenino,Casado,Licenciatura,Independiente,Urbana,Sur,1.0,,695.0,2156.0,572057.0,5,1,19261.0,5.2,Deportivo,Particular,Medio,Trimestral,Broker,Si,No,Si,104,61.3,1,11348,0,Medio
POL-00534,24,Masculino,Casado,Preparatoria,Empleado,Urbana,Centro,7.8,7316.0,577.0,620.0,336498.0,3,1,8424.0,7.2,Pickup,Particular,Medio,Trimestral,Agente,No,Si,Si,91,77.3,1,9414,0,Medio
POL-00535,32,Femenino,Viudo,Licenciatura,Empleado,Urbana,Centro,0.2,15376.0,708.0,689.0,171837.0,5,0,23601.0,6.2,Sedan,Particular,Economico,Mensual,Agente,No,No,Si,200,81.8,0,5274,0,Medio
POL-00536,41,Masculino,Casado,Preparatoria,Independiente,Urbana,Bajio,1.0,12917.0,,480.0,277907.0,5,1,7688.0,3.5,SUV,Trabajo,Economico,Mensual,Banco,Si,No,Si,292,62.2,1,22105,1,Alto
POL-00537,29,Masculino,Soltero,Secundaria,Estudiante,Urbana,Bajio,25.0,30896.0,655.0,469.0,407186.0,15,0,20546.0,9.4,SUV,Trabajo,Medio,Mensual,Agente,No,Si,Si,218,62.0,0,8888,0,Medio
POL-00538,35,Masculino,Casado,Licenciatura,Empleado,Urbana,Centro,2.3,15190.0,642.0,350.0,154972.0,15,0,7156.0,5.3,Compacto,Particular,Economico,Mensual,Online,No,Si,No,66,62.1,0,2618,0,Bajo
POL-00539,53,Masculino,Soltero,Secundaria,Empleado,Rural,Norte,4.9,35850.0,727.0,350.0,273936.0,5,0,18807.0,4.3,Pickup,Particular,Economico,Mensual,Agente,Si,No,No,168,42.5,0,4462,0,Bajo
POL-00540,33,Masculino,Divorciado,Preparatoria,Empleado,Suburbana,Centro,0.8,47475.0,552.0,374.0,159713.0,3,1,25741.0,6.1,Compacto,Trabajo,Economico,Mensual,Agente,No,No,Si,304,47.1,0,5067,0,Medio
POL-00541,51,Femenino,Soltero,Preparatoria,Independiente,Urbana,Occidente,3.8,33808.0,479.0,359.0,163789.0,10,0,14329.0,10.0,Sedan,Particular,Economico,Mensual,Agente,Si,No,Si,27,72.1,1,6058,0,Medio
POL-00542,25,Masculino,Casado,Licenciatura,Empresario,Suburbana,Sur,5.2,19542.0,634.0,608.0,879995.0,10,0,14090.0,5.9,Pickup,Particular,Premium,Mensual,Agente,Si,No,Si,287,37.6,0,14965,1,Alto
POL-00543,47,Femenino,Soltero,Licenciatura,Empresario,Suburbana,Bajio,1.5,,685.0,554.0,279246.0,5,1,18857.0,5.9,Sedan,Particular,Medio,Trimestral,Agente,No,Si,Si,354,45.7,0,4384,0,Bajo
POL-00544,59,Masculino,Casado,Preparatoria,Estudiante,Rural,Occidente,7.1,9510.0,661.0,456.0,327129.0,5,0,13688.0,7.1,Sedan,Particular,Medio,Mensual,Agente,No,Si,Si,326,44.6,1,11587,1,Alto
POL-00545,18,Femenino,Casado,Licenciatura,Empleado,Urbana,Norte,3.7,20439.0,742.0,826.0,793574.0,5,0,25501.0,8.0,Pickup,Trabajo,Premium,Anual,Banco,No,No,Si,31,72.0,0,14455,1,Alto
POL-00546,30,Masculino,Casado,Preparatoria,Empleado,Urbana,Occidente,2.0,13706.0,683.0,350.0,357708.0,10,0,16557.0,4.6,Sedan,Particular,,Anual,Banco,Si,No,Si,165,82.6,0,4876,0,Medio
POL-00547,48,Masculino,Soltero,Preparatoria,Profesor,Rural,Norte,3.3,32231.0,608.0,1418.0,376243.0,5,0,13739.0,4.9,SUV,Taxi/Plataforma,Medio,Anual,Banco,No,Si,Si,135,31.7,0,9555,0,Medio
POL-00548,37,Femenino,Soltero,Licenciatura,,Rural,Bajio,3.4,90564.0,,350.0,138584.0,10,0,12528.0,4.3,Compacto,Particular,Economico,Anual,Banco,No,No,Si,67,36.8,0,1756,0,Bajo
POL-00549,45,Femenino,Casado,Licenciatura,Empresario,Suburbana,Bajio,0.7,28961.0,632.0,350.0,394621.0,3,0,10369.0,7.0,SUV,Particular,Medio,Trimestral,Agente,No,No,Si,153,31.9,0,5091,0,Medio
POL-00550,32,No especificado,Divorciado,Posgrado,Empleado,Suburbana,Occidente,2.1,7359.0,727.0,960.0,188068.0,15,0,12047.0,5.3,Sedan,Taxi/Plataforma,Economico,Trimestral,Banco,No,No,No,325,41.1,0,4943,0,Medio
POL-00551,41,Femenino,Soltero,Preparatoria,Empleado,Urbana,Norte,1.7,18036.0,621.0,518.0,210226.0,5,0,13571.0,5.4,Pickup,Trabajo,Economico,Mensual,Online,Si,Si,No,303,50.8,0,4582,0,Bajo
POL-00552,38,Masculino,Casado,Licenciatura,Empleado,Urbana,Norte,2.0,23533.0,652.0,838.0,143723.0,5,2,12818.0,5.5,Compacto,Particular,Economico,Trimestral,Online,Si,Si,No,95,60.8,0,1976,0,Bajo
POL-00553,55,Masculino,Soltero,Licenciatura,Empleado,Urbana,Centro,5.7,23083.0,682.0,374.0,246086.0,3,0,11880.0,2.3,Pickup,Particular,Economico,Trimestral,Online,No,No,Si,196,63.2,0,3892,0,Bajo
POL-00554,43,Femenino,Divorciado,Posgrado,Estudiante,Urbana,Sur,2.6,,574.0,736.0,264200.0,5,1,27044.0,7.6,SUV,Trabajo,Economico,Mensual,Agente,No,No,Si,107,68.8,0,6148,0,Medio
POL-00555,44,Femenino,Soltero,Secundaria,Otro,Suburbana,Norte,11.3,25178.0,697.0,350.0,132889.0,5,0,9834.0,4.5,Sedan,Particular,Economico,Trimestral,Banco,Si,Si,Si,45,47.6,0,8365,0,Medio
POL-00556,35,Femenino,Soltero,Licenciatura,Empleado,Urbana,Norte,1.4,11108.0,773.0,522.0,344516.0,5,1,16306.0,5.3,Sedan,Particular,Medio,Mensual,Agente,No,No,Si,185,68.8,0,7328,0,Medio
POL-00557,34,Masculino,Casado,Licenciatura,Empleado,Urbana,Occidente,2.1,13083.0,637.0,546.0,232069.0,5,0,18759.0,4.0,Pickup,Particular,Economico,Mensual,Agente,Si,Si,Si,322,65.9,0,3753,0,Bajo
POL-00558,34,Femenino,Soltero,Preparatoria,Estudiante,Rural,Sur,6.2,31382.0,565.0,815.0,301560.0,3,2,18966.0,2.8,Sedan,Particular,Medio,Mensual,Agente,Si,Si,No,284,33.7,0,7451,0,Medio
POL-00559,45,Masculino,Casado,Preparatoria,Profesor,Urbana,Centro,3.2,12584.0,645.0,350.0,250652.0,5,0,15178.0,5.9,Compacto,Particular,Medio,Trimestral,Agente,No,Si,No,82,51.5,0,3627,0,Bajo
POL-00560,35,Masculino,Casado,Preparatoria,Independiente,Rural,Bajio,3.2,177474.0,483.0,367.0,382909.0,5,0,14176.0,6.8,SUV,Particular,,Anual,Broker,Si,Si,No,137,46.7,1,9754,0,Medio
POL-00561,44,Masculino,Soltero,Licenciatura,Independiente,Rural,Bajio,0.2,10359.0,675.0,537.0,242402.0,5,0,17984.0,17.8,SUV,Particular,Economico,Anual,Broker,No,No,No,326,55.2,0,5547,0,Medio
POL-00562,67,Masculino,Casado,Posgrado,Profesor,Urbana,Bajio,2.0,58073.0,684.0,726.0,518033.0,5,0,16966.0,3.8,Compacto,Particular,Premium,Trimestral,Agente,No,No,Si,236,85.3,0,9261,0,Medio
POL-00563,51,No especificado,Casado,Licenciatura,Empleado,Urbana,Norte,1.3,14371.0,776.0,370.0,186694.0,5,0,14076.0,8.4,Compacto,Particular,Economico,Mensual,Agente,No,Si,No,320,72.5,0,4058,0,Bajo
POL-00564,36,Femenino,Soltero,Licenciatura,Independiente,Urbana,Centro,25.0,19453.0,,416.0,465583.0,5,0,6910.0,4.4,Pickup,Particular,Medio,Anual,Agente,Si,No,No,144,76.7,1,18196,1,Alto
POL-00565,56,Masculino,Casado,Preparatoria,Estudiante,Urbana,Norte,1.5,26387.0,681.0,350.0,278539.0,3,0,12926.0,8.8,Compacto,Particular,Medio,Mensual,Banco,Si,No,Si,277,68.7,0,3612,0,Bajo
POL-00566,35,Masculino,Casado,Secundaria,Empleado,Urbana,Norte,8.6,16121.0,585.0,1637.0,317608.0,5,0,9194.0,7.4,Deportivo,Particular,Economico,Anual,Agente,Si,Si,Si,99,67.4,0,6075,0,Medio
POL-00567,18,Masculino,Casado,Preparatoria,Empresario,Urbana,Centro,4.5,23805.0,623.0,389.0,176482.0,3,2,11831.0,3.8,Compacto,Particular,Economico,Mensual,Broker,No,No,Si,13,65.9,0,18525,1,Alto
POL-00568,27,Masculino,Soltero,Preparatoria,Independiente,Rural,Occidente,1.7,30189.0,536.0,1179.0,179605.0,10,1,15683.0,2.6,Compacto,Taxi/Plataforma,Economico,Mensual,Online,Si,No,Si,261,41.2,0,3273,0,Bajo
POL-00569,18,Femenino,Soltero,Preparatoria,Empleado,Urbana,Occidente,3.1,,635.0,350.0,375801.0,5,1,17473.0,2.1,Pickup,Particular,Medio,Trimestral,Broker,No,No,Si,46,69.9,1,8743,0,Medio
POL-00570,35,Femenino,Soltero,Secundaria,Empleado,Suburbana,Bajio,7.3,34000.0,627.0,903.0,397104.0,5,1,25292.0,9.2,Pickup,Particular,Medio,Trimestral,Online,No,No,No,224,45.8,0,8958,0,Medio
POL-00571,40,Masculino,Soltero,Preparatoria,Empleado,Urbana,Centro,8.6,20016.0,672.0,497.0,701435.0,10,0,12544.0,3.1,Sedan,Trabajo,Premium,Mensual,Online,No,Si,Si,143,63.8,0,8830,0,Medio
POL-00572,62,Femenino,Casado,Preparatoria,Estudiante,Suburbana,Occidente,0.7,,603.0,382.0,201413.0,5,0,19760.0,1.8,Sedan,Particular,Economico,Trimestral,Online,No,Si,Si,195,40.6,1,12276,1,Alto
POL-00573,44,Masculino,Casado,Preparatoria,Empleado,Rural,Sur,1.7,80082.0,656.0,425.0,173628.0,5,1,17183.0,9.1,Sedan,Trabajo,Economico,Mensual,Banco,No,No,Si,289,45.8,1,8267,0,Medio
POL-00574,37,Masculino,Soltero,Preparatoria,Empleado,Urbana,Sur,1.6,37095.0,625.0,1186.0,164657.0,3,2,22628.0,5.5,Sedan,Particular,Economico,Mensual,Banco,No,No,Si,256,57.3,0,3373,0,Bajo
POL-00575,51,Femenino,Soltero,Secundaria,Empleado,Urbana,Bajio,0.2,13251.0,625.0,1204.0,820201.0,10,2,18669.0,4.6,SUV,Trabajo,Premium,Trimestral,Online,Si,Si,,7,65.3,0,17893,1,Alto
POL-00576,18,Masculino,Casado,Posgrado,Empresario,Suburbana,Sur,3.6,23244.0,656.0,350.0,214897.0,10,0,9953.0,8.0,Sedan,Particular,Economico,Mensual,Online,Si,Si,Si,277,54.0,0,6856,0,Medio
POL-00577,43,Femenino,Casado,Licenciatura,Empleado,Suburbana,Bajio,7.7,18297.0,653.0,375.0,153755.0,10,0,6023.0,4.4,Compacto,Particular,Economico,Trimestral,Broker,No,No,Si,323,54.7,0,2539,0,Bajo
